JUGADOR,EQUIPO,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,ID
Gradey Dick,Toronto Raptors,54,54,29.4,4.9,12.0,0.41,2.1,6.0,0.35,2.5,2.9,0.858,0.8,2.8,3.6,1.8,0.9,0.2,1.5,2.2,14.4,1641711
Jonathan Mogbo,Toronto Raptors,63,18,20.4,2.5,5.7,0.438,0.3,1.1,0.243,1.0,1.3,0.732,1.7,3.2,4.9,2.3,0.9,0.5,1.1,2.2,6.2,1642367
Brandon Ingram,Toronto Raptors,18,18,33.1,8.6,18.5,0.465,2.4,6.4,0.374,2.6,3.1,0.855,0.9,4.6,5.6,5.2,0.9,0.6,3.8,2.5,22.2,1627742
Scottie Barnes,Toronto Raptors,65,65,32.8,7.3,16.4,0.446,1.2,4.3,0.271,3.5,4.6,0.755,1.7,6.0,7.7,5.8,1.4,1.0,2.8,1.7,19.3,1630567
Immanuel Quickley,Toronto Raptors,33,33,27.8,5.6,13.3,0.42,2.6,6.8,0.378,3.4,3.9,0.867,0.5,3.1,3.5,5.8,0.7,0.1,1.8,1.8,17.1,1630193
RJ Barrett,Toronto Raptors,58,58,32.2,7.9,16.9,0.468,1.8,5.3,0.35,3.4,5.4,0.63,1.1,5.3,6.3,5.4,0.8,0.3,2.9,2.4,21.1,1629628
Ja'Kobe Walter,Toronto Raptors,52,18,21.2,3.1,7.6,0.405,1.3,3.6,0.349,1.3,1.6,0.795,1.1,1.9,3.1,1.6,0.8,0.2,1.0,1.8,8.6,1642266
Garrett Temple,Toronto Raptors,28,0,8.1,0.6,2.1,0.3,0.2,1.0,0.214,0.4,0.4,0.917,0.3,0.7,1.0,1.1,0.6,0.1,0.4,0.8,1.9,202066
Jakob Poeltl,Toronto Raptors,57,56,29.6,6.4,10.2,0.627,0.0,0.1,0.333,1.7,2.5,0.674,3.3,6.3,9.6,2.8,1.2,1.2,1.9,3.1,14.5,1627751
Jamal Shead,Toronto Raptors,75,11,19.6,2.7,6.7,0.405,1.0,3.0,0.323,0.7,0.9,0.768,0.4,1.1,1.5,4.2,0.8,0.1,1.6,2.1,7.1,1642347
Ochai Agbaji,Toronto Raptors,64,45,27.2,4.2,8.3,0.498,1.6,4.0,0.399,0.5,0.8,0.708,1.0,2.8,3.8,1.5,0.9,0.5,0.8,2.0,10.4,1630534
Sandro Mamukelashvili,Toronto Raptors,61,0,11.2,2.3,4.6,0.502,1.0,2.6,0.373,0.7,1.0,0.741,1.0,2.0,3.1,0.8,0.4,0.3,0.4,1.0,6.3,1630572
Jamison Battle,Toronto Raptors,59,10,17.7,2.5,5.9,0.429,1.8,4.4,0.405,0.3,0.3,0.889,0.6,2.1,2.7,0.9,0.3,0.2,0.5,1.6,7.1,1642419
Taylor Hendricks,Utah Jazz,3,3,25.0,1.3,6.0,0.222,1.0,4.0,0.25,1.0,1.3,0.75,1.7,3.3,5.0,0.7,1.7,1.3,0.7,2.7,4.7,1641707
Kyle Anderson,Utah Jazz,36,3,15.0,2.1,4.7,0.45,0.5,1.4,0.365,0.5,0.8,0.667,0.8,2.3,3.1,2.3,0.7,0.6,0.6,1.1,5.3,203937
Kyle Anderson,Utah Jazz,25,1,18.4,2.6,5.4,0.493,0.2,0.7,0.333,1.2,1.5,0.789,1.0,2.8,3.8,2.6,0.6,0.5,0.7,1.6,6.7,203937
Kyle Anderson,Utah Jazz,61,4,16.4,2.3,5.0,0.469,0.4,1.1,0.357,0.8,1.1,0.738,0.9,2.5,3.4,2.4,0.7,0.5,0.6,1.3,5.9,203937
Keyonte George,Utah Jazz,67,35,31.5,5.4,13.7,0.391,2.6,7.6,0.343,3.5,4.3,0.818,0.4,3.4,3.8,5.6,0.7,0.1,2.7,1.7,16.8,1641718
Cody Williams,Utah Jazz,50,21,21.2,1.7,5.1,0.323,0.7,2.7,0.259,0.6,0.8,0.725,0.5,1.7,2.3,1.2,0.5,0.3,0.9,1.9,4.6,1642262
Isaiah Collier,Utah Jazz,71,46,25.9,3.3,7.8,0.422,0.6,2.4,0.249,1.5,2.2,0.682,0.5,2.9,3.3,6.3,0.9,0.2,2.9,2.1,8.7,1642268
Svi Mykhailiuk,Utah Jazz,38,13,20.0,3.1,7.9,0.391,1.8,5.3,0.345,0.7,0.9,0.8,0.6,1.8,2.4,2.0,0.5,0.2,1.4,1.1,8.8,1629004
Elijah Harkless,Utah Jazz,10,0,13.8,1.1,3.5,0.314,0.7,2.5,0.28,0.3,0.6,0.5,0.9,1.2,2.1,0.8,1.0,0.1,0.3,1.8,3.2,1641989
Kyle Filipowski,Utah Jazz,72,27,21.1,3.6,7.2,0.502,1.1,3.1,0.35,1.3,2.0,0.65,1.6,4.6,6.1,1.9,0.7,0.3,1.4,2.4,9.6,1642271
Lauri Markkanen,Utah Jazz,47,47,31.4,6.3,14.9,0.423,2.9,8.5,0.346,3.4,3.9,0.876,1.5,4.4,5.9,1.5,0.7,0.4,1.4,1.7,19.0,1628374
Walker Kessler,Utah Jazz,58,58,30.0,4.8,7.2,0.663,0.1,0.6,0.176,1.4,2.6,0.52,4.6,7.6,12.2,1.7,0.6,2.4,1.5,2.2,11.1,1631117
Brice Sensabaugh,Utah Jazz,71,15,20.2,3.9,8.4,0.459,2.2,5.2,0.422,0.9,1.0,0.89,0.6,2.4,3.0,1.5,0.6,0.1,1.5,1.6,10.9,1641729
Jusuf Nurkić,Utah Jazz,25,23,23.7,3.0,6.5,0.454,0.8,2.4,0.322,1.9,2.8,0.696,1.8,7.3,9.2,1.9,0.9,0.6,2.3,3.1,8.6,203994
Jusuf Nurkić,Utah Jazz,26,9,18.1,3.6,7.3,0.497,0.5,1.8,0.283,1.4,2.3,0.627,1.5,5.0,6.5,2.6,0.7,0.7,1.5,2.0,9.2,203994
Jusuf Nurkić,Utah Jazz,51,32,20.8,3.3,6.9,0.477,0.6,2.1,0.305,1.7,2.5,0.664,1.7,6.1,7.8,2.3,0.8,0.7,1.9,2.5,8.9,203994
Georges Niang,Utah Jazz,51,1,20.6,3.3,6.8,0.477,1.8,4.4,0.4,0.5,0.6,0.793,0.7,3.0,3.7,1.3,0.3,0.1,0.9,2.5,8.7,1627777
Georges Niang,Utah Jazz,28,2,23.0,4.3,9.7,0.441,2.7,6.6,0.413,0.8,1.0,0.793,0.5,2.5,3.0,1.6,0.4,0.3,1.2,2.6,12.1,1627777
Georges Niang,Utah Jazz,79,3,21.5,3.6,7.8,0.461,2.1,5.2,0.406,0.6,0.7,0.793,0.6,2.8,3.4,1.4,0.4,0.2,1.0,2.5,9.9,1627777
Oscar Tshiebwe,Utah Jazz,14,1,18.2,3.0,5.0,0.6,0.0,0.0,0.0,1.6,2.2,0.742,3.3,5.4,8.7,0.6,0.9,0.1,0.7,1.7,7.6,1631131
Kevin Love,Utah Jazz,23,9,10.9,1.8,5.0,0.357,1.0,2.9,0.358,0.7,1.0,0.696,1.0,3.1,4.1,1.0,0.7,0.2,0.6,0.9,5.3,201567
Jaylen Wells,Memphis Grizzlies,79,74,25.9,3.6,8.6,0.425,1.7,5.0,0.352,1.4,1.7,0.822,1.1,2.3,3.4,1.7,0.6,0.1,0.9,1.8,10.4,1642377
Scotty Pippen Jr.,Memphis Grizzlies,79,21,21.3,3.6,7.5,0.48,1.1,2.8,0.397,1.5,2.2,0.713,0.8,2.5,3.3,4.4,1.3,0.4,1.7,2.6,9.9,1630590
Ty Jerome,Memphis Grizzlies,70,3,19.9,4.6,8.8,0.516,1.6,3.6,0.439,1.8,2.1,0.872,0.7,1.8,2.5,3.4,1.1,0.0,1.3,1.5,12.5,1629660
Kentavious Caldwell-Pope,Memphis Grizzlies,77,77,29.6,3.1,7.1,0.439,1.5,4.3,0.342,1.1,1.2,0.863,0.4,1.8,2.2,1.8,1.3,0.4,0.8,1.8,8.7,203484
Vince Williams Jr.,Memphis Grizzlies,27,5,18.5,2.5,6.2,0.401,1.0,3.5,0.274,0.7,0.9,0.792,0.8,2.8,3.6,2.0,0.4,0.3,1.2,1.7,6.6,1631246
Santi Aldama,Memphis Grizzlies,65,16,25.5,4.8,10.0,0.483,1.8,5.0,0.368,1.0,1.4,0.691,1.4,5.0,6.4,2.9,0.8,0.4,1.1,1.2,12.5,1630583
Jaren Jackson Jr.,Memphis Grizzlies,74,74,29.8,8.0,16.4,0.488,2.0,5.3,0.375,4.2,5.4,0.781,1.2,4.4,5.6,2.0,1.2,1.5,2.1,3.5,22.2,1628991
Ja Morant,Memphis Grizzlies,50,50,30.4,8.1,17.8,0.454,1.8,5.7,0.309,5.3,6.4,0.824,0.7,3.4,4.1,7.3,1.2,0.2,3.7,2.3,23.2,1629630
Zach Edey,Memphis Grizzlies,66,55,21.5,3.8,6.6,0.58,0.3,0.8,0.346,1.4,1.9,0.709,3.5,4.8,8.3,1.0,0.5,1.3,1.3,2.8,9.2,1641744
Brandon Clarke,Memphis Grizzlies,64,18,18.9,3.7,5.9,0.621,0.0,0.3,0.059,1.0,1.4,0.701,2.0,3.1,5.1,1.0,0.8,0.6,0.6,2.3,8.3,1629634
Olivier-Maxence Prosper,Memphis Grizzlies,52,4,11.2,1.3,3.3,0.402,0.2,1.0,0.235,0.9,1.5,0.645,0.8,1.6,2.4,0.8,0.5,0.1,0.3,0.5,3.9,1641765
Cam Spencer,Memphis Grizzlies,25,1,10.1,1.4,3.3,0.415,0.8,2.1,0.365,0.8,0.8,1.0,0.5,0.7,1.2,1.4,0.4,0.0,0.2,0.9,4.2,1642285
Jock Landale,Memphis Grizzlies,42,3,11.9,1.9,3.6,0.533,0.3,0.6,0.423,0.6,1.0,0.675,1.3,1.9,3.3,0.9,0.3,0.2,0.5,1.2,4.8,1629111
GG Jackson,Memphis Grizzlies,29,3,15.8,2.6,6.9,0.372,1.1,3.3,0.337,1.0,1.4,0.725,0.9,2.2,3.2,1.0,0.4,0.2,1.1,1.0,7.2,1641713
John Konchar,Memphis Grizzlies,46,4,12.1,0.9,2.0,0.451,0.5,1.3,0.371,0.2,0.2,0.875,0.8,2.5,3.3,0.9,0.7,0.3,0.3,0.7,2.4,1629723
Bilal Coulibaly,Washington Wizards,59,59,33.0,4.5,10.6,0.421,1.1,3.8,0.281,2.3,3.1,0.746,1.5,3.4,5.0,3.4,1.3,0.7,2.1,2.4,12.3,1641731
Tristan Vukcevic,Washington Wizards,35,1,14.7,3.4,6.9,0.496,1.1,2.9,0.373,1.5,1.9,0.776,0.7,3.0,3.7,1.1,0.3,0.7,1.2,1.6,9.4,1641774
Cam Whitmore,Washington Wizards,51,3,16.2,3.5,7.9,0.444,1.3,3.6,0.355,1.1,1.4,0.75,0.7,2.3,3.0,1.0,0.6,0.3,0.9,0.9,9.4,1641715
CJ McCollum,Washington Wizards,56,56,32.7,7.9,17.9,0.444,3.1,8.2,0.373,2.2,3.1,0.717,0.8,3.0,3.8,4.1,0.8,0.4,1.9,2.2,21.1,203468
AJ Johnson,Washington Wizards,7,0,6.3,1.1,2.7,0.421,0.4,0.7,0.6,0.1,0.3,0.5,0.0,1.0,1.0,1.0,0.1,0.0,0.6,0.0,2.9,1642358
AJ Johnson,Washington Wizards,22,11,27.0,3.4,8.8,0.381,1.0,3.9,0.247,1.4,1.6,0.886,0.4,2.0,2.4,3.1,0.5,0.1,1.4,2.3,9.1,1642358
AJ Johnson,Washington Wizards,29,11,22.0,2.8,7.3,0.385,0.8,3.1,0.267,1.1,1.3,0.865,0.3,1.8,2.0,2.6,0.4,0.1,1.2,1.7,7.6,1642358
Bub Carrington,Washington Wizards,82,57,30.0,3.7,9.1,0.401,1.7,5.0,0.339,0.8,1.0,0.812,0.4,3.8,4.2,4.4,0.7,0.3,1.7,2.3,9.8,1642267
Malaki Branham,Washington Wizards,47,0,9.1,1.9,4.0,0.458,0.7,1.8,0.405,0.6,0.7,0.818,0.1,0.9,1.1,0.8,0.2,0.0,0.7,0.6,5.0,1631103
Justin Champagnie,Washington Wizards,62,31,21.6,3.4,6.6,0.511,1.2,3.1,0.383,0.8,1.2,0.685,1.8,3.9,5.7,1.0,1.0,0.6,0.9,1.8,8.8,1630551
Anthony Gill,Washington Wizards,51,0,7.8,0.8,1.7,0.489,0.2,0.6,0.323,0.6,1.0,0.66,0.4,0.9,1.3,0.3,0.2,0.0,0.2,0.6,2.5,1630264
Kyshawn George,Washington Wizards,68,38,26.5,3.0,8.0,0.372,1.7,5.2,0.322,1.0,1.4,0.753,0.7,3.5,4.2,2.5,1.0,0.7,1.4,3.0,8.7,1642273
Alex Sarr,Washington Wizards,67,67,27.1,4.9,12.4,0.394,1.6,5.1,0.308,1.7,2.5,0.679,1.9,4.6,6.5,2.4,0.7,1.5,1.7,2.2,13.0,1642259
Khris Middleton,Washington Wizards,23,7,23.2,4.7,9.2,0.512,1.5,3.7,0.407,1.7,2.0,0.848,0.2,3.5,3.7,4.4,0.7,0.2,1.6,2.3,12.6,203114
Khris Middleton,Washington Wizards,14,14,22.1,3.7,9.0,0.413,0.9,3.4,0.277,2.4,2.7,0.868,0.6,3.1,3.7,3.4,1.3,0.2,1.4,1.6,10.7,203114
Khris Middleton,Washington Wizards,37,21,22.8,4.3,9.1,0.475,1.3,3.6,0.361,1.9,2.3,0.857,0.4,3.4,3.7,4.1,0.9,0.2,1.5,2.0,11.9,203114
Corey Kispert,Washington Wizards,61,0,26.3,4.2,9.3,0.451,2.0,5.4,0.364,1.2,1.4,0.852,0.6,2.4,3.0,1.7,0.4,0.2,1.0,1.6,11.6,1630557
Marvin Bagley III,Washington Wizards,19,1,8.8,2.0,3.7,0.535,0.1,0.5,0.2,0.8,1.2,0.652,1.4,1.5,2.9,0.4,0.4,0.3,0.6,0.6,4.9,1628963
Marvin Bagley III,Washington Wizards,12,1,8.3,1.4,2.9,0.486,0.1,0.8,0.111,0.7,1.0,0.667,0.9,1.4,2.3,0.3,0.2,0.3,0.1,0.5,3.6,1628963
Marvin Bagley III,Washington Wizards,31,2,8.5,1.8,3.4,0.519,0.1,0.6,0.158,0.7,1.1,0.657,1.2,1.5,2.7,0.4,0.3,0.3,0.4,0.6,4.4,1628963
Jalen Duren,Detroit Pistons,78,78,26.1,4.8,7.0,0.692,0.0,0.0,0.0,2.1,3.1,0.669,3.6,6.8,10.3,2.7,0.7,1.1,1.7,3.2,11.8,1631105
Cade Cunningham,Detroit Pistons,70,70,35.0,9.8,20.8,0.469,2.1,6.0,0.356,4.5,5.3,0.846,0.8,5.3,6.1,9.1,1.0,0.8,4.4,2.8,26.1,1630595
Isaac Jones,Detroit Pistons,40,0,7.6,1.4,2.1,0.651,0.1,0.2,0.375,0.6,0.9,0.639,0.6,0.9,1.4,0.3,0.1,0.3,0.4,0.8,3.4,1642403
Ronald Holland II,Detroit Pistons,81,2,15.6,2.4,5.1,0.474,0.4,1.9,0.238,1.1,1.5,0.754,0.5,2.2,2.7,1.0,0.6,0.2,0.9,1.7,6.4,1641842
Paul Reed,Detroit Pistons,45,0,9.7,1.6,3.2,0.507,0.2,0.6,0.286,0.7,0.9,0.762,0.9,1.8,2.7,1.0,0.9,0.6,0.6,1.7,4.1,1630194
Caris LeVert,Detroit Pistons,38,3,23.8,3.6,7.8,0.453,1.6,3.9,0.405,1.5,2.2,0.699,0.6,2.2,2.8,3.7,0.9,0.5,1.3,1.3,10.2,1627747
Caris LeVert,Detroit Pistons,26,0,26.6,5.6,11.6,0.482,1.8,5.2,0.338,2.0,2.8,0.722,0.7,3.0,3.7,2.9,0.9,0.5,1.0,2.0,14.9,1627747
Caris LeVert,Detroit Pistons,64,3,24.9,4.4,9.4,0.467,1.7,4.4,0.373,1.7,2.4,0.71,0.6,2.5,3.2,3.4,0.9,0.5,1.2,1.5,12.1,1627747
Wendell Moore Jr.,Detroit Pistons,20,1,11.0,1.2,2.5,0.46,0.2,0.7,0.286,0.7,0.7,0.929,0.6,1.7,2.2,1.2,0.5,0.2,0.5,0.8,3.2,1631111
Wendell Moore Jr.,Detroit Pistons,16,0,17.5,2.3,4.8,0.474,0.6,1.7,0.37,0.3,0.5,0.625,1.2,2.0,3.2,1.2,0.6,0.1,1.1,1.0,5.4,1631111
Wendell Moore Jr.,Detroit Pistons,36,1,13.9,1.6,3.5,0.468,0.4,1.1,0.341,0.5,0.6,0.818,0.8,1.8,2.6,1.2,0.6,0.1,0.8,0.9,4.2,1631111
Ausar Thompson,Detroit Pistons,59,48,22.5,4.2,7.8,0.535,0.2,0.8,0.224,1.5,2.4,0.641,1.9,3.3,5.1,2.3,1.7,0.7,1.4,2.8,10.1,1641709
Tobias Harris,Detroit Pistons,73,73,31.6,5.3,11.0,0.477,1.2,3.6,0.345,2.0,2.3,0.861,0.9,5.0,5.9,2.2,1.0,0.8,1.2,1.9,13.7,202699
Jaden Ivey,Detroit Pistons,30,30,29.9,6.3,13.8,0.46,2.1,5.1,0.409,2.8,3.9,0.733,1.3,2.8,4.1,4.0,0.9,0.4,3.0,2.2,17.6,1631093
Daniss Jenkins,Detroit Pistons,7,0,3.3,0.4,1.4,0.3,0.1,1.0,0.143,0.0,0.3,0.0,0.0,0.3,0.3,0.4,0.0,0.0,0.1,0.3,1.0,1642450
Marcus Sasser,Detroit Pistons,57,1,14.2,2.4,5.2,0.463,1.0,2.7,0.382,0.8,0.9,0.843,0.3,0.9,1.2,2.3,0.6,0.1,0.9,1.3,6.6,1631204
Isaiah Stewart,Detroit Pistons,72,4,19.9,2.4,4.4,0.559,0.2,0.7,0.321,0.9,1.2,0.759,1.8,3.7,5.5,1.7,0.4,1.4,0.9,2.5,6.0,1630191
Javonte Green,Detroit Pistons,50,18,21.8,2.0,4.5,0.446,0.8,2.2,0.352,1.0,1.3,0.758,1.0,2.6,3.6,0.9,1.1,0.6,0.6,1.5,5.8,1629750
Javonte Green,Detroit Pistons,18,1,9.2,1.3,3.5,0.365,0.4,1.8,0.242,0.3,0.6,0.5,0.6,1.7,2.2,0.6,0.6,0.1,0.2,1.2,3.3,1629750
Javonte Green,Detroit Pistons,68,19,18.5,1.8,4.2,0.429,0.7,2.1,0.326,0.8,1.1,0.724,0.9,2.3,3.2,0.8,1.0,0.5,0.5,1.4,5.1,1629750
Bobi Klintman,Detroit Pistons,8,0,5.3,0.8,1.3,0.6,0.3,0.6,0.4,0.1,0.3,0.5,0.1,0.8,0.9,0.9,0.3,0.1,0.1,1.0,1.9,1641752
Tolu Smith,Detroit Pistons,1,0,22.0,6.0,9.0,0.667,0.0,0.0,0.0,2.0,3.0,0.667,4.0,4.0,8.0,0.0,0.0,0.0,2.0,3.0,14.0,1642449
Duncan Robinson,Detroit Pistons,74,37,24.1,3.9,9.0,0.437,2.6,6.5,0.393,0.6,0.7,0.887,0.2,2.0,2.3,2.4,0.5,0.1,1.2,1.8,11.0,1629130
Miles Bridges,Charlotte Hornets,64,64,31.7,7.3,17.0,0.431,2.2,7.0,0.313,3.5,4.0,0.87,1.1,6.4,7.5,3.9,0.7,0.7,2.1,1.5,20.3,1628970
LaMelo Ball,Charlotte Hornets,47,47,32.0,8.6,21.3,0.405,3.8,11.2,0.339,4.1,4.9,0.843,1.0,3.9,4.9,7.4,1.1,0.3,3.6,3.3,25.2,1630163
Grant Williams,Charlotte Hornets,16,7,29.9,3.4,7.7,0.439,1.7,4.6,0.365,1.9,2.3,0.838,1.1,4.0,5.1,2.3,1.1,0.8,1.8,2.9,10.4,1629684
Collin Sexton,Charlotte Hornets,63,61,27.9,6.6,13.8,0.48,1.7,4.3,0.406,3.4,4.0,0.865,1.0,1.8,2.7,4.2,0.7,0.1,2.5,2.3,18.4,1629012
Drew Peterson,Charlotte Hornets,25,1,7.4,0.7,1.6,0.415,0.5,1.3,0.394,0.3,0.4,0.778,0.4,1.2,1.6,0.5,0.2,0.1,0.3,0.7,2.2,1641809
Josh Green,Charlotte Hornets,68,67,27.8,2.6,6.2,0.428,1.4,3.6,0.391,0.7,1.1,0.681,0.8,1.7,2.5,1.6,1.1,0.2,1.0,2.4,7.4,1630182
Antonio Reeves,Charlotte Hornets,44,6,15.0,2.6,5.6,0.456,1.2,2.9,0.395,0.6,0.8,0.8,0.4,1.0,1.4,0.9,0.5,0.1,0.7,0.9,6.9,1641810
Moussa Diabaté,Charlotte Hornets,71,8,17.5,2.4,3.9,0.596,0.0,0.1,0.0,1.0,1.6,0.595,2.6,3.5,6.2,0.8,0.6,0.6,0.9,1.5,5.7,1631217
Pat Connaughton,Charlotte Hornets,41,1,14.7,2.0,4.3,0.469,0.6,2.0,0.321,0.6,0.8,0.774,0.5,2.2,2.7,1.7,0.2,0.3,0.6,1.1,5.3,1626192
Mason Plumlee,Charlotte Hornets,74,21,17.6,1.7,2.7,0.619,0.0,0.1,0.0,1.1,1.7,0.648,1.6,4.6,6.1,1.8,0.4,0.6,0.8,2.1,4.5,203486
Tre Mann,Charlotte Hornets,13,0,24.5,5.4,12.4,0.435,1.8,4.6,0.4,1.5,1.6,0.905,0.9,2.0,2.9,3.0,0.5,0.3,1.9,1.8,14.1,1630544
Brandon Miller,Charlotte Hornets,27,27,34.2,7.3,18.2,0.403,3.9,10.9,0.355,2.5,2.9,0.861,0.9,3.9,4.9,3.6,1.1,0.7,2.8,2.7,21.0,1641706
KJ Simpson,Charlotte Hornets,36,15,23.4,2.9,8.4,0.346,0.9,3.6,0.254,1.1,1.4,0.82,1.1,1.9,3.0,3.1,0.9,0.2,1.6,1.6,7.8,1642354
Tidjane Salaün,Charlotte Hornets,60,10,20.7,1.9,5.8,0.33,1.0,3.4,0.283,1.1,1.6,0.713,1.2,3.5,4.7,1.2,0.5,0.2,1.0,1.4,5.9,1642275
